objectid,gdb_geomattr_data,shape,nome_if,satatus,data_inicio,data_fim,bioma,uf,municipio,dominio,globalid,data_primeiro,created_user,created_date,last_edited_user,last_edited_date,operacao,nivel,tipo_area,regiao,responsavel,local,obs,x,y,amazonia_legal,bioma_ibge,regiao_ibge,uf_ibge,municipio_ibge
118895,,01010000A0110F0000E6AE25C41FB758C12031084CCA7838C10000000000000000,MT168 - Três Lagoas,extinto,2024-09-20 00:00:00,,,,,federal,{55986D9F-E550-4A66-A242-8211AA2A5552},2024-09-21 00:00:00,bruno.blanco,2024-10-24 13:59:32,bruno.blanco,2024-10-24 14:23:04,parecis,1,ti,,prevfogo,TI Paresi,,-14.257593888681534,-58.20162326183097,AM_Legal,Cerrado,Centro-oeste,MT,Tangará da Serra
26098,,01010000A0110F0000C2172693BA7D5DC1805AD35C76722EC10000000000000000,AC057,extinto,2024-09-01 00:00:00,2024-09-04 00:00:00,amazoni,AC,Manoel Urbano,federal,{E9FF00FC-3C58-4924-B273-BEF73DAE6445},2024-09-01 00:00:00,luiz.guilherme.gomes,2024-09-05 20:03:09,bruno.blanco,2024-10-25 13:34:17,brasil,1,pa,norte,prevfogo,PA LIBERDADE,,"070° 14' 22.77"" W","08° 14' 42.45"" S",AM_Legal,Amazônia,Norte,AC,Manoel Urbano
26099,,01010000A0110F0000DCB584D47D7C5DC100CE19316D5F2EC10000000000000000,AC058,extinto,2024-08-27 00:00:00,2024-09-12 00:00:00,amazoni,AC,Manoel Urbano,part,{E900D238-5DC8-4245-A776-8501D6759BF7},2024-08-27 00:00:00,luiz.guilherme.gomes,2024-09-05 20:05:50,bruno.blanco,2024-10-25 13:34:44,brasil,1,pa,norte,prevfogo,PA LIBERDADE,,"070° 14' 3.11"" W","08° 12' 52.73"" S",AM_Legal,Amazônia,Norte,AC,Manoel Urbano
68498,,01010000A0110F00008204C513E61F54C1403CBDF2A50B2DC10000000000000000,TO209,extinto,2024-09-23 21:00:00,2024-10-25 00:00:00,cerrado,TO,,federal,{4C91264B-2E82-46E2-95C6-80F718223523},,dmitri.lechner,2024-10-01 18:57:43,quaresma,2024-10-25 17:08:06,brasil,1,ti,norte,prevfogo,Kraolandia,,,,AM_Legal,Cerrado,Norte,TO,Itacajá
134902,,01010000A0110F00003E7958CC64D253C100849ECD316C13C10000000000000000,PA047,extinto,2024-11-14 00:00:00,2024-12-11 00:00:00,,,,federal,{D4063A67-D77F-40A9-8253-88430D200D2F},2024-11-19 00:00:00,luiz.guilherme.gomes,2024-11-21 14:21:04,luiz.guilherme.gomes,2024-12-12 12:27:30,ti_alto-rio_guama,2,ti,,prevfogo,Alto Rio Guamá,,-2.8574377131246003,-46.67807188047844,AM_Legal,Amazônia,Norte,PA,Paragominas
26101,,01010000A0110F0000C8BAB8B18E355DC1E06F5F07DFC42FC10000000000000000,AC060,extinto,2024-09-03 00:00:00,2024-10-25 00:00:00,amazoni,AC,SENA MADUREIRA,federal,{061AF9B6-E290-4712-B031-09E84DCD92DC},2024-09-05 00:00:00,luiz.guilherme.gomes,2024-09-05 20:52:53,bruno.blanco,2024-10-25 14:01:10,brasil,1,pa,norte,prevfogo,PAF PROVIDÊNCIA CAPITAL,,"057° 34' 7.65"" W","18° 31' 14.95"" S",AM_Legal,Amazônia,Norte,AC,Sena Madureira
834,,01010000A0110F0000C2F528E4A54759C100AAF15294C228C10000000000000000,AM033_Baiano,extinto,,,amazoni,AM,Apuí,federal,{B02F3835-0780-496B-8254-257886395C60},2024-08-11 00:00:00,dmitri.lechner,2024-08-20 12:59:00,pedro.pires,2024-10-03 22:43:43,apui,2,pa,norte,prevfogo,Vicinal 3 baiano,05 PREVFOGO. 01 L 200 TRITON,"059° 31' 51.83"" W","07° 16' 7.67"" S",AM_Legal,Amazônia,Norte,AM,Apuí
134904,,01010000A0110F00009E5E296B7EED54C14090A0B8CBC513C10000000000000000,PA049_Caiari_3,extinto,2024-11-20 00:00:00,2024-11-27 00:00:00,,,,federal,{69704868-1494-438C-947C-2402745A3139},2024-11-20 00:00:00,luiz.guilherme.gomes,2024-11-21 14:48:45,luiz.guilherme.gomes,2024-11-27 17:39:22,brasil,1,ti,,prevfogo,Anambé,,-2.9088862105793543,-49.28223831547632,AM_Legal,Amazônia,Norte,PA,Moju
134901,,01010000A0110F00006844694B90BB53C1C03B4ED143D315C10000000000000000,MA051,extinto,2024-11-16 00:00:00,2024-12-09 00:00:00,,,,federal,{9A365C70-1E56-408C-AE0A-9F55F45FAAD2},2024-11-20 00:00:00,luiz.guilherme.gomes,2024-11-21 14:08:36,luiz.guilherme.gomes,2024-12-09 17:05:17,grajau,2,ti,,prevfogo,TI Awá,,-3.210558838943823,-46.4680636021826,AM_Legal,Amazônia,Nordeste,MA,Centro Novo do Maranhão
134903,,01010000A0110F0000226C781A5ED153C1C088D29E921A13C10000000000000000,PA048_Igarape_Grande,extinto,2024-11-14 00:00:00,2024-12-09 00:00:00,,,,federal,{181D562A-DA36-48BE-A4FD-7FD6C616E91E},2024-11-20 00:00:00,luiz.guilherme.gomes,2024-11-21 14:28:20,luiz.guilherme.gomes,2024-12-09 17:05:17,ti_alto-rio_guama,2,ti,,prevfogo,Alto Rio Guamá,,-2.8105689508971095,-46.66863256878324,AM_Legal,Amazônia,Norte,PA,Paragominas
523,,01010000A0110F0000BA6B09C96F635BC100C364AABBD231C10000000000000000,RO006,extinto,2024-07-16 00:00:00,2024-08-29 00:00:00,amazoni,RO,Nova Mamoré,estadual,{D1F6D5A9-79F9-4E41-BBE9-5FFF270D97D1},,luiz.guilherme.gomes,2024-07-25 14:35:50,Esri_Anonymous,2024-10-14 14:35:31,guajaramirim,2,uce,Norte,prevfogo,Parque Estadual de Guajara-Mirim,,"064° 29' 47.19"" W","10° 26' 4.9"" S",AM_Legal,Amazônia,Norte,RO,Nova Mamoré
122495,,01010000A0110F00000A8A1F0398BC53C1E0B7AFE359F620C10000000000000000,MA026,extinto,2024-10-18 00:00:00,,,,,federal,{1C337CF6-498F-4250-98DA-3751CFE49A20},2024-10-24 00:00:00,luiz.guilherme.gomes,2024-10-25 21:35:39,luiz.guilherme.gomes,2024-11-21 15:49:27,grajau,2,ti,,prevfogo,Araribóia,,-4.986716798285612,-46.477539664399266,AM_Legal,Amazônia,Nordeste,MA,Amarante do Maranhão
1266,,01010000A0110F0000E6AE25848E3E5BC18036ABBE554630C10000000000000000,Incêndio oeste da Flona Bom Futuro,extinto,2024-08-16 03:00:00,2024-08-20 03:00:00,amazoni,RO,,federal,{80E444BC-D0E6-40ED-85C0-3FF779C0CBA3},2024-08-16 03:00:00,sarah.fontoura.terceirizada,2024-08-20 14:16:01,pedro.pires,2024-10-03 22:43:43,brasil,1,,,icmbio,,,"064° 09' 25.9"" W","09° 32' 12.92"" S",AM_Legal,Amazônia,Norte,RO,Porto Velho
119295,,01010000A0110F0000BAFC87187EA358C18095432B6ED838C10000000000000000,MT169 - Recanto do Papagaio,extinto,2024-09-24 00:00:00,,,,,part,{812F3CF9-0DD2-408B-AA4A-84943D983E8A},2024-09-26 00:00:00,bruno.blanco,2024-10-24 14:21:33,bruno.blanco,2024-10-24 14:21:33,parecis,2,privado,,prevfogo,Faz. Itaipú,,-14.470660424084912,-58.021037800890674,AM_Legal,Cerrado,Centro-oeste,MT,Tangará da Serra
117295,,01010000A0110F0000A62C43B883D058C1E0718A8EEBF637C10000000000000000,MT161 - Paralelo 14,extinto,2024-08-28 00:00:00,,,,,federal,{DB3E1F63-90CA-4A57-A292-BCF16F374F95},2024-08-28 00:00:00,bruno.blanco,2024-10-23 17:04:23,bruno.blanco,2024-10-23 17:04:30,brasil,2,ti,,prevfogo,TI Utiariti,,-13.967947952553757,-58.43518356672074,AM_Legal,Cerrado,Centro-oeste,MT,Sapezal
836,,01010000A0110F0000508D9782E65A59C1607DAE761FB327C10000000000000000,AM034_Fabiano,extinto,2024-08-22 00:00:00,,amazoni,AM,Apuí,federal,{2C98947B-165C-4C13-A74F-0D0C8F6B0D5F},,dmitri.lechner,2024-08-20 13:05:44,jade.oliveira,2024-10-30 11:01:13,apui,2,pa,norte,prevfogo,Vicinal Julio fabiano,05 PREVFOGO. 01 L 200 TRITON,"059° 42' 29.38"" W","06° 57' 32.65"" S",AM_Legal,Amazônia,Norte,AM,Apuí
117296,,01010000A0110F00005227A02D30FC58C1307E8CB9B1D238C10000000000000000,MT159 - Papagaio 2,extinto,2024-09-01 00:00:00,,,,,federal,{EBA6CE95-3823-4A88-ACE5-A9E3B3F13639},2024-09-01 00:00:00,bruno.blanco,2024-10-23 17:39:01,bruno.blanco,2024-10-23 17:52:23,parecis,2,ti,,prevfogo,TI Paresi,,-14.457887281199564,-58.836926635804524,AM_Legal,Cerrado,Centro-oeste,MT,Tangará da Serra
835,,01010000A0110F0000E63FA46F428F59C120D9CED7030729C10000000000000000,AM038 - Fumaçã Preta,extinto,2024-08-14 00:00:00,2024-09-16 00:00:00,amazoni,AM,Apuí,,{3EB5ECF0-4FBE-40CE-876E-A1D32CA15FE2},2024-08-15 00:00:00,leandro.bruno,2024-08-20 13:05:16,pedro.pires,2024-10-03 22:43:43,apui,2,,norte,prevfogo,BR 230,10 PREVFOGO. 02 L 200 TRITON,"060° 11' 23.28"" W","07° 20' 48.66"" S",AM_Legal,Amazônia,Norte,AM,Apuí
30104,,01010000A0110F0000508D978AB07953C13008ACAC767B30C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-07-17 03:00:00,2024-07-17 03:00:00,cerrado,MA,,federal,{C2520407-E6B1-413F-9005-0E505135B5FE},,leticia.couto,2024-09-09 17:36:48,pedro.pires,2024-10-03 22:43:43,brasil,,,,,,,"045° 50' 2.13"" W","09° 43' 37.06"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
30095,,01010000A0110F000004E78C109AA953C1C0EC9ECC7F3031C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-07-02 03:00:00,2024-07-03 03:00:00,cerrado,MA,,federal,{5337F778-EBE1-490E-BC57-99ADEBB5E7CF},,leticia.couto,2024-09-09 16:35:29,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"046° 02' 6.33"" W","10° 03' 43.99"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
838,,01010000A0110F0000E6AE25B8225A59C100E561A1244928C10000000000000000,AM035_Boa,extinto,2024-08-11 00:00:00,2024-09-16 00:00:00,amazoni,AM,Apuí,federal,{366E146F-234B-416C-91E0-FEFEA39DFB3D},2024-08-12 00:00:00,dmitri.lechner,2024-08-20 13:08:21,pedro.pires,2024-10-03 22:43:43,apui,2,pa,norte,prevfogo,Vicinal boa vista,05 PREVFOGO. 01 L 200 TRITON,"059° 42' 4.05"" W","07° 07' 48.96"" S",AM_Legal,Amazônia,Norte,AM,Apuí
842,,01010000A0110F0000E04F8D875D6859C1205A645B976D28C10000000000000000,AM037_Zacosul,extinto,,,amazoni,AM,Apuí,federal,{8656B77C-9863-4B4E-B4B9-63606D085357},2024-08-14 00:00:00,dmitri.lechner,2024-08-20 13:12:16,pedro.pires,2024-10-03 22:43:43,apui,2,pa,norte,prevfogo,Vicinal zacarias,05 PREVFOGO. 01 L 200 TRITON,"059° 49' 55.28"" W","07° 10' 18.66"" S",AM_Legal,Amazônia,Norte,AM,Apuí
844,,01010000A0110F0000EE0DBEDCC1BD59C1C0AF03C7052029C10000000000000000,AM031_Prainha,extinto,2024-07-20 00:00:00,,amazoni,AM,Apuí,part,{4DF8F439-88E4-4C36-B0F2-7C581548437D},2024-08-10 00:00:00,luiz.guilherme.gomes,2024-08-20 13:15:09,pedro.pires,2024-10-03 22:43:43,apui,2,privado,norte,prevfogo,BR 230 KM 30 sentido humaita,05 PREVFOGO. 01 L 200 TRITON,"060° 37' 3.07"" W","07° 22' 31.32"" S",AM_Legal,Amazônia,Norte,AM,Apuí
30096,,01010000A0110F00000EBE3089E77653C1C06B0999C39B30C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-07-09 03:00:00,2024-07-11 03:00:00,cerrado,MA,,federal,{2BC7E7AB-954B-4067-9B0D-AE5AB75B7A97},,leticia.couto,2024-09-09 16:39:18,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"045° 00' 51.66"" W","12° 12' 0.07"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
30097,,01010000A0110F0000C64B37B903A153C1109C33A2FB1331C10000000000000000,Incêndio das Nascentes do Rio Parnaíba,extinto,2024-07-09 03:00:00,2024-09-11 03:00:00,cerrado,MA,,federal,{55C209A3-CACB-49D4-90BF-E7DC8A0B156F},,leticia.couto,2024-09-09 16:41:42,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"046° 17' 15.79"" W","09° 53' 42.7"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
30099,,01010000A0110F00004A598658BA7953C1301AC08BF38630C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-09-11 03:00:00,,cerrado,MA,,federal,{D2CD78D1-30F5-4E77-B9E1-F64329054B8E},,leticia.couto,2024-09-09 17:01:39,pedro.pires,2024-10-03 22:43:43,brasil,,,,,,,"045° 40' 20.12"" W","15° 04' 4.43"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
30101,,01010000A0110F0000B6A679BB7E8C53C17009F9E0232E31C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-07-16 03:00:00,2024-07-17 03:00:00,cerrado,MA,,federal,{28B0F89E-1826-4079-8F7C-5028BD58F252},,leticia.couto,2024-09-09 17:12:01,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"046° 10' 40.56"" W","09° 58' 40.16"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
1271,,01010000A0110F0000107A366FA6D05DC140F8C2E416952CC10000000000000000,AC016_Ramal do Assis,extinto,2024-08-19 00:00:00,2024-08-23 00:00:00,amazoni,AC,Feijó,part,{A2732FCE-D635-45AC-B997-4AF179DB44FC},2024-08-20 00:00:00,luiz.guilherme.gomes,2024-08-20 17:55:50,bruno.blanco,2024-10-25 12:45:33,brasil,1,privado,norte,prevfogo,Colônia Ouro Verde,,"070° 12' 38.98"" W","08° 23' 0.36"" S",AM_Legal,Amazônia,Norte,AC,Feijó
131296,,01010000A0110F0000605452AF573852C10093A902949628C10000000000000000,PI015_COMBATE_16,extinto,2024-11-07 00:00:00,2024-11-12 00:00:00,,,,federal,{BB8B7995-ADE6-4CFF-98E4-4E073E7F78A8},2024-11-08 00:00:00,luiz.guilherme.gomes,2024-11-12 20:28:00,luiz.guilherme.gomes,2024-11-21 16:59:59,brasil,,pa,,prevfogo,PA RETIRO,,-7.2186071207919165,-42.90611379332012,,Cerrado,Nordeste,PI,Floriano
110095,,01010000A0110F000024287E94D0265DC1900F7A06E61230C10000000000000000,AC160_Ramal_Fatima_2,extinto,2024-10-17 00:00:00,,,,,federal,{C0EF2F7B-FA24-4B1B-9689-97D06CF74C6A},2024-10-17 00:00:00,jade.oliveira,2024-10-21 20:33:10,luiz.guilherme.gomes,2024-11-12 19:27:47,brasil,1,pa,,prevfogo,"PAE RIOZINHO, RAMAL DA FÁTIMA",,-9.420248616739208,-68.6485562032424,AM_Legal,Amazônia,Norte,AC,Sena Madureira
130096,,01010000A0110F0000EEEBC09D79C353C1C0D32BE5E6CE21C10000000000000000,MA038,extinto,2024-11-06 00:00:00,2024-11-20 00:00:00,,,,federal,{FE548B70-F040-4E31-B2B0-910A02DD44A9},2024-11-07 00:00:00,luiz.guilherme.gomes,2024-11-08 14:55:44,luiz.guilherme.gomes,2024-11-21 15:49:27,grajau,2,ti,,prevfogo,Araribóia,,-5.234726229555176,-46.54083869775136,AM_Legal,Amazônia,Nordeste,MA,Amarante do Maranhão
131297,,01010000A0110F0000825149B9023852C1808CB90B588C28C10000000000000000,PI016_COMBATE_15,extinto,2024-11-07 00:00:00,2024-11-20 00:00:00,,,,federal,{E2FEBC85-EA24-4B29-A4AA-AEC5240D0DA5},2024-11-07 00:00:00,luiz.guilherme.gomes,2024-11-12 20:33:10,luiz.guilherme.gomes,2024-11-21 16:59:59,brasil,,pa,,prevfogo,PA RETIRO,,-7.206932470965752,-42.90306091997358,,Cerrado,Nordeste,PI,Floriano
507,,01010000A0110F00005E4BC8FBC8775BC140B4C8A6200532C10000000000000000,RO004,extinto,2024-07-21 00:00:00,2024-08-29 00:00:00,amazoni,RO,Nova Mamoré,estadual,{6F647077-3167-450C-9F96-DB5BF88711C3},,luiz.guilherme.gomes,2024-07-23 18:24:54,Esri_Anonymous,2024-10-14 13:37:06,guajaramirim,2,uce,Norte,prevfogo,Parque Estadual de Guajara-Mirim,,"064° 41' 1.04"" W","10° 32' 55.13"" S",AM_Legal,Amazônia,Norte,RO,Nova Mamoré
3298,,01010000A0110F000096218E0156F353C120C05BA037F123C10000000000000000,MA005,extinto,2024-08-23 03:00:00,,cerrado,MA,Montes Altos,federal,{A7FAAA77-5CE2-4E8C-AEE9-CBAED84C5BF2},2024-08-23 03:00:00,pedro.pires,2024-08-24 19:58:26,pedro.pires,2024-10-03 22:43:43,grajau,2,ti,nordeste,prevfogo,TI Krikati,,"046° 58' 51.96"" W","05° 51' 35.85"" S",AM_Legal,Cerrado,Nordeste,MA,Montes Altos
54900,,01010000A0110F0000DA1B7CD9EFE453C1806ABC94ABD328C10000000000000000,Incêndio Parna da Chapada das Mesas,extinto,2024-09-23 03:00:00,2024-09-26 03:00:00,cerrado,MA,,federal,{3ADE14E4-89C8-40D7-A757-C2B48BD91A6C},2024-09-23 03:00:00,leticia.couto,2024-09-24 14:31:50,pedro.pires,2024-10-03 22:43:43,brasil,1,ucf,,,,,"068° 45' 23.01"" W","09° 18' 8.52"" S",AM_Legal,Cerrado,Nordeste,MA,Riachão
31296,,01010000A0110F0000DCF97E12DA6E53C1D0E53FF472EA30C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-07-28 03:00:00,2024-07-29 03:00:00,cerrado,PI,,federal,{B98408C6-9CD1-4B77-B757-7D5B369D0330},,leticia.couto,2024-09-09 18:05:36,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"065° 08' 7.86"" W","09° 33' 31.38"" S",,Cerrado,Nordeste,PI,Barreiras do Piauí
12910,,01010000A0110F00000612147B2C7553C1E0F21FD290A730C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-08-14 03:00:00,2024-08-14 03:00:00,cerrado,PI,,federal,{9B5A3F02-0AA7-47F0-BA01-1FC12413CF58},,leticia.couto,2024-08-30 14:38:21,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"045° 46' 17.78"" W","10° 01' 46.53"" S",,Cerrado,Nordeste,PI,Barreiras do Piauí
12908,,01010000A0110F000074D7121A717953C100560EDD430931C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-08-14 03:00:00,2024-08-15 03:00:00,cerrado,MA,,federal,{B6AECEAE-C455-47F0-A690-4E23CC7AF01E},,leticia.couto,2024-08-30 14:32:16,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"055° 15' 53.29"" W","06° 11' 53.88"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
12909,,01010000A0110F000068006FED459353C130E6AE650C0E31C10000000000000000,Incêndio Parna das Nascentes do Rio Parnaíba,extinto,2024-08-14 03:00:00,2024-08-15 03:00:00,cerrado,MA,,,{E1FECD9E-F73D-4022-963F-0C73F7AA4BB7},,leticia.couto,2024-08-30 14:35:47,pedro.pires,2024-10-03 22:43:43,brasil,,ucf,,,,,"045° 41' 22.7"" W","10° 03' 35.55"" S",AM_Legal,Cerrado,Nordeste,MA,Alto Parnaíba
31297,,01010000A0110F0000923A01B964A753C1008195832F9D21C10000000000000000,MA008,extinto,2024-09-05 00:00:00,2024-09-08 00:00:00,amazoni,MA,Amarante do Maranhão,federal,{03E0F78E-CA8B-4B78-B998-CD50610135DA},2024-09-06 00:00:00,leandro.bruno,2024-09-09 18:10:27,dmitri.lechner,2024-10-08 14:44:10,grajau,2,ti,nordeste,prevfogo,TI Arariboia,,"065° 09' 16.49"" W","09° 33' 31.5"" S",AM_Legal,Amazônia,Nordeste,MA,Amarante do Maranhão
28094,,01010000A0110F000050FC1807D23D5BC1301895E4242532C10000000000000000,RO018,extinto,2024-09-04 00:00:00,2024-10-11 00:00:00,amazoni,RO,Nova Mamoré,estadual,{60DE9382-BFC6-469A-9DCE-69DF20DEEAD5},,luiz.guilherme.gomes,2024-09-07 17:51:12,luiz.guilherme.gomes,2024-10-27 15:39:01,guajaramirim,2,uce,norte,prevfogo,Parque Estadual de Guajara-Mirim,,"069° 23' 33.02"" W","08° 49' 12.0"" S",AM_Legal,Amazônia,Norte,RO,Nova Mamoré
64895,,01010000A0110F00005A643BA7833053C160643B3FBC012EC10000000000000000,Incêndio Esec de Uruçui-Una,extinto,2024-09-28 03:00:00,2024-11-12 00:00:00,cerrado,PI,,federal,{A23DFE4E-D701-486D-B714-2632D7184EC5},2024-09-28 03:00:00,leticia.couto,2024-10-01 12:22:05,luiz.guilherme.gomes,2024-11-12 17:16:05,brasil,1,ucf,,,,,,,,Cerrado,Nordeste,PI,Baixa Grande do Ribeiro
110495,,01010000A0110F00008CDB68DCFB2C5DC1E0361A603C1430C10000000000000000,AC161_Ramal_Fatima_3,extinto,2024-10-17 00:00:00,2024-11-12 00:00:00,,,,federal,{DC9511EC-1934-4E10-837B-62E68FF0370C},2024-10-17 00:00:00,jade.oliveira,2024-10-21 20:36:08,luiz.guilherme.gomes,2024-11-12 19:27:47,brasil,1,pa,,prevfogo,"PAE RIOZINHO,RAMAL DA FÁTIMA",,-9.423282513393687,-68.70530389046307,AM_Legal,Amazônia,Norte,AC,Sena Madureira
117695,,01010000A0110F00009CC4209897C058C1B08BDB58466E37C10000000000000000,MT162 - Rio Papagaio,extinto,2024-09-09 00:00:00,,,,,federal,{DE8DA63E-8ED3-4DCC-921B-0B2832E0B120},2024-09-09 00:00:00,bruno.blanco,2024-10-23 18:35:50,bruno.blanco,2024-10-24 13:04:23,parecis,2,ti,,prevfogo,TI Utiariti,,-13.66279773408583,-58.288717732279956,AM_Legal,Cerrado,Centro-oeste,MT,Campo Novo do Parecis
123297,,01010000A0110F0000560E2DCED56F53C180635D5CB5BF24C10000000000000000,MA029,extinto,2024-10-23 00:00:00,2024-10-25 00:00:00,,,,federal,{AD45AB5F-7D67-4E44-8A5D-84F18AFB879D},2024-10-25 00:00:00,luiz.guilherme.gomes,2024-10-27 14:51:40,luiz.guilherme.gomes,2024-10-28 21:32:13,grajau,2,ti,,prevfogo,Porquinhos,,-6.096099468533436,-45.77145642006631,AM_Legal,Cerrado,Nordeste,MA,Grajaú
119695,,01010000A0110F0000FC1873DB9DA858C1E058174793E238C10000000000000000,MT169 - Formoso1,extinto,2024-09-16 00:00:00,,,,,federal,{ECA6E124-C61E-4EE1-AAAB-5DF3C493DD64},2024-09-30 00:00:00,bruno.blanco,2024-10-24 15:57:27,bruno.blanco,2024-10-24 15:58:59,parecis,2,ti,,prevfogo,TI Formoso,,-14.493249364695656,-58.068172813328616,AM_Legal,Cerrado,Centro-oeste,MT,Tangará da Serra
849,,01010000A0110F0000E8D9AC7EBA545BC1101DC90566D831C10000000000000000,RO005,extinto,2024-07-18 00:00:00,2024-10-09 00:00:00,amazoni,RO,Nova Mamoré,estadual,{CBEFE4C9-7207-4909-8D4B-3595D9E3B020},,luiz.guilherme.gomes,2024-07-23 18:22:39,luiz.guilherme.gomes,2024-10-27 15:36:18,guajaramirim,2,uce,Norte,prevfogo,Parque Estadual de Guajara-Mirim,,"064° 21' 40.12"" W","10° 26' 51.02"" S",AM_Legal,Amazônia,Norte,RO,Nova Mamoré
131298,,01010000A0110F0000AACFD546DF9555C1000EBEB063450C410000000000000000,AP001_Comunidade_da_Cajueira,extinto,2024-11-10 00:00:00,2024-11-21 00:00:00,,,,,{2FB8736C-D82B-44F7-AE81-3639124B3C38},2024-11-11 00:00:00,luiz.guilherme.gomes,2024-11-12 20:47:17,luiz.guilherme.gomes,2024-11-21 16:59:59,brasil,1,,,prevfogo,,,2.0800093818631153,-50.831108428902105,AM_Legal,Amazônia,Norte,AP,Amapá
132095,,01010000A0110F0000B81E852711D353C180AF036705FF0DC10000000000000000,PA044_Jabuti_Queimado,extinto,2024-11-08 00:00:00,2024-11-20 00:00:00,,,,federal,{0F46FB1E-30E0-4928-BF53-7BFD36FAD59B},2024-11-08 00:00:00,luiz.guilherme.gomes,2024-11-13 18:48:15,luiz.guilherme.gomes,2024-11-21 16:59:59,ti_alto-rio_guama,2,ti,,prevfogo,Alto Rio Guamá,,-2.2068723692576153,-46.68426508636509,AM_Legal,Amazônia,Norte,PA,Nova Esperança do Piriá
846,,01010000A0110F0000D2DEE01B4E8259C180976E12896B28C10000000000000000,AM032_Drone,extinto,2024-08-11 00:00:00,,amazoni,AM,Apuí,part,{40B05777-7F04-4581-BA6C-0C24990EC7FA},2024-08-10 00:00:00,luiz.guilherme.gomes,2024-08-20 13:22:30,pedro.pires,2024-10-03 22:43:43,apui,2,privado,norte,prevfogo,Vicinal pombos,19 PREVFOGO. 02 L 200 TRITON e uma ABTF,"060° 04' 14.28"" W","07° 10' 10.22"" S",AM_Legal,Amazônia,Norte,AM,Apuí
1258,,01010000A0110F0000842F4CB62F7E59C1E08AFD2565B627C10000000000000000,AM029_Brasil Novo,extinto,2024-08-08 00:00:00,,amazoni,AM,Apuí,federal,{5EC8BDD3-1D22-43D2-B42C-14C73575F80C},2024-08-08 00:00:00,luiz.guilherme.gomes,2024-08-20 13:25:10,pedro.pires,2024-10-03 22:43:43,apui,2,pa,norte,prevfogo,BR vicinal Brasil novo km 30,10 PREVFOGO. 02 L 200 TRITON,"060° 01' 57.89"" W","06° 57' 46.09"" S",AM_Legal,Amazônia,Norte,AM,Apuí
572,,01010000A0110F0000941804128C7E58C1B003E7CCFA7640C10000000000000000,MS080 - Nova Agesa,extinto,2024-07-28 00:00:00,2024-08-14 00:00:00,pantanal,MS,Corumbá,part,{A0D86DA2-9584-46E1-B2AE-6CEA58198DDC},2024-07-29 00:00:00,bruno.blanco,2024-07-30 21:06:10,bruno.blanco,2024-10-07 20:03:43,pantanal_sul,1,publico_e,centro,prevfogo,Corumbá Calcário LTDA,,"057° 40' 55.86"" W","19° 01' 38.02"" S",,Pantanal,Centro-oeste,MS,Corumbá
135695,,01010000A0110F000034A2B4AF09994EC1A0D409A8C6EC2AC10000000000000000,PE001,extinto,2024-11-22 00:00:00,2024-11-24 00:00:00,,,,part,{75FDD081-51DC-4E87-8611-11CE90C8AF6D},2024-11-22 00:00:00,luiz.guilherme.gomes,2024-11-27 17:22:34,luiz.guilherme.gomes,2024-12-09 17:05:17,brasil,2,privado,,prevfogo,Sítio Conceição,,-7.900458717776712,-36.02707256512001,,Caatinga,Nordeste,PE,Vertentes
135296,,01010000A0110F00004E6210CC6D4756C1807346146A6207C10000000000000000,Incêndio Resex Verde para Sempre,extinto,2024-11-15 00:00:00,2024-12-27 00:00:00,,,,,{C49FC531-B61E-4632-89B5-1C945426B25E},2024-12-11 00:00:00,leticia.couto,2024-11-25 11:57:20,leticia.couto,2025-01-23 17:40:51,brasil,2,,,icmbio,,,-1.7206013407619998,-52.46440804662704,AM_Legal,Amazônia,Norte,PA,Porto de Moz
